":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"950","2040","BEACON CITY SCHOOLS","SCHOOL DISTRICT","BEACON","DUTCHESS","DISTRICT TOTAL","POINT (-73.9717 41.4964)",,,,,"130200","182","0.183","133","0.134","315","0.316","HUDSON VALLEY","2010-2012","NY","10 EDUCATION DR","12508"
"950","2040","BEACON CITY SCHOOLS","SCHOOL DISTRICT","BEACON","DUTCHESS","ELEMENTARY","POINT (-73.9717 41.4964)",,,,,"130200","110","0.155","112","0.158","222","0.313","HUDSON VALLEY","2010-2012","NY","10 EDUCATION DR","12508"
"966","2040","DOVER UNION FREE SCHOOL DISTRICT","SCHOOL DISTRICT","DOVER PLAINS","DUTCHESS","DISTRICT TOTAL","POINT (-73.5773 41.6858)",,,,,"130502","86","0.222","70","0.181","156","0.403","HUDSON VALLEY","2010-2012","NY","2368 RT 22","12522"
"966","2040","DOVER UNION FREE SCHOOL DISTRICT","SCHOOL DISTRICT","DOVER PLAINS","DUTCHESS","ELEMENTARY","POINT (-73.5773 41.6858)",,,,,"130502","31","0.183","36","0.213","67","0.396","HUDSON VALLEY","2010-2012","NY","2368 RT 22","12522"
"966","2040","DOVER UNION FREE SCHOOL DISTRICT","SCHOOL DISTRICT","DOVER PLAINS","DUTCHESS","MIDDLE/HIGH","POINT (-73.5773 41.6858)",,,,,"130502","55","0.239","34","0.148","89","0.387","HUDSON VALLEY","2010-2012","NY","2368 RT 22","12522"
"978","2040","HYDE PARK CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HYDE PARK","DUTCHESS","DISTRICT TOTAL","POINT (-73.9337 41.7891)",,,,,"130801","241","0.233","211","0.204","452","0.436","HUDSON VALLEY","2010-2012","NY","11 BOICE RD","12538"
"978","2040","HYDE PARK CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HYDE PARK","DUTCHESS","ELEMENTARY","POINT (-73.9337 41.7891)",,,,,"130801","119","0.22","103","0.191","222","0.411","HUDSON VALLEY","2010-2012","NY","11 BOICE RD","12538"
"978","2040","HYDE PARK CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HYDE PARK","DUTCHESS","MIDDLE/HIGH","POINT (-73.9337 41.7891)",,,,,"130801","122","0.248","108","0.22","230","0.467","HUDSON VALLEY","2010-2012","NY","11 BOICE RD","12538"
"983","2040","NORTHEAST CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AMENIA","DUTCHESS","DISTRICT TOTAL","POINT (-73.5307 41.8881)",,,,,"131101","81","0.264","55","0.179","136","0.443","HUDSON VALLEY","2010-2012","NY","194 HAIGHT RD","12501"
"983","2040","NORTHEAST CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AMENIA","DUTCHESS","ELEMENTARY","POINT (-73.5307 41.8881)",,,,,"131101","53","0.277","29","0.152","82","0.429","HUDSON VALLEY","2010-2012","NY","194 HAIGHT RD","12501"
"983","2040","NORTHEAST CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AMENIA","DUTCHESS","MIDDLE/HIGH","POINT (-73.5307 41.8881)",,,,,"131101","28","0.241","26","0.224","54","0.466","HUDSON VALLEY","2010-2012","NY","194 HAIGHT RD","12501"
"999","2040","PAWLING CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PAWLING","DUTCHESS","DISTRICT TOTAL","POINT (-73.5944 41.5598)",,,,,"131201","51","0.107","75","0.158","126","0.265","HUDSON VALLEY","2010-2012","NY","515 ROUTE 22","12564"
"999","2040","PAWLING CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PAWLING","DUTCHESS","ELEMENTARY","POINT (-73.5944 41.5598)",,,,,"131201","38","0.122","52","0.167","90","0.289","HUDSON VALLEY","2010-2012","NY","515 ROUTE 22","12564"
"999","2040","PAWLING CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PAWLING","DUTCHESS","MIDDLE/HIGH","POINT (-73.5944 41.5598)",,,,,"131201","27","0.137","29","0.147","56","0.284","HUDSON VALLEY","2010-2012","NY","515 ROUTE 22","12564"
"1002","2040","PINE PLAINS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PINE PLAINS","DUTCHESS","DISTRICT TOTAL","POINT (-73.6631 41.9811)",,,,,"131301","36","0.169","37","0.174","73","0.343","HUDSON VALLEY","2010-2012","NY","2829 CHURCH ST","12567"
"1002","2040","PINE PLAINS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PINE PLAINS","DUTCHESS","ELEMENTARY","POINT (-73.6631 41.9811)",,,,,"131301","16","0.138","22","0.19","38","0.328","HUDSON VALLEY","2010-2012","NY","2829 CHURCH ST","12567"
"1002","2040","PINE PLAINS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PINE PLAINS","DUTCHESS","MIDDLE/HIGH","POINT (-73.6631 41.9811)",,,,,"131301","20","0.208","15","0.156","35","0.365","HUDSON VALLEY","2010-2012","NY","2829 CHURCH ST","12567"
"1022","2040","POUGHKEEPSIE CITY SCHOOLS","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","DISTRICT TOTAL","POINT (-73.9172 41.693)",,,,,"131500","299","0.249","205","0.171","504","0.42","HUDSON VALLEY","2010-2012","NY","11 COLLEGE AVE","12603"
"1022","2040","POUGHKEEPSIE CITY SCHOOLS","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","ELEMENTARY","POINT (-73.9172 41.693)",,,,,"131500","136","0.222","90","0.147","226","0.369","HUDSON VALLEY","2010-2012","NY","11 COLLEGE AVE","12603"
"1022","2040","POUGHKEEPSIE CITY SCHOOLS","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","MIDDLE/HIGH","POINT (-73.9172 41.693)",,,,,"131500","163","0.277","115","0.195","278","0.472","HUDSON VALLEY","2010-2012","NY","11 COLLEGE AVE","12603"
"1022","2040","ARLINGTON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","DISTRICT TOTAL","POINT (-73.8821 41.6985)",,,,,"131601","345","0.161","355","0.166","700","0.327","HUDSON VALLEY","2010-2012","NY","696 DUTCHESS TPKE","12603"
"1022","2040","ARLINGTON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","ELEMENTARY","POINT (-73.8821 41.6985)",,,,,"131601","167","0.16","166","0.159","333","0.32","HUDSON VALLEY","2010-2012","NY","696 DUTCHESS TPKE","12603"
"1022","2040","ARLINGTON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","MIDDLE/HIGH","POINT (-73.8821 41.6985)",,,,,"131601","178","0.162","189","0.172","367","0.334","HUDSON VALLEY","2010-2012","NY","696 DUTCHESS TPKE","12603"
"1022","2040","SPACKENKILL UNION FREE SCHOOL","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","DISTRICT TOTAL","POINT (-73.9238 41.6609)",,,,,"131602","60","0.143","61","0.146","121","0.289","HUDSON VALLEY","2010-2012","NY","15 CROFT RD","12603"
"1022","2040","SPACKENKILL UNION FREE SCHOOL","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","ELEMENTARY","POINT (-73.9238 41.6609)",,,,,"131602","31","0.156","27","0.136","58","0.291","HUDSON VALLEY","2010-2012","NY","15 CROFT RD","12603"
"1022","2040","SPACKENKILL UNION FREE SCHOOL","SCHOOL DISTRICT","POUGHKEEPSIE","DUTCHESS","MIDDLE/HIGH","POINT (-73.9238 41.6609)",,,,,"131602","29","0.133","34","0.156","63","0.289","HUDSON VALLEY","2010-2012","NY","15 CROFT RD","12603"
"1005","2040","RED HOOK CENTRAL SCHOOL","SCHOOL DISTRICT","RED HOOK","DUTCHESS","DISTRICT TOTAL","POINT (-73.8801 41.991)",,,,,"131701","65","0.136","81","0.17","146","0.306","HUDSON VALLEY","2010-2012","NY","7401 S BROADWAY","12571"
"1005","2040","RED HOOK CENTRAL SCHOOL","SCHOOL DISTRICT","RED HOOK","DUTCHESS","ELEMENTARY","POINT (-73.8801 41.991)",,,,,"131701","26","0.133","37","0.189","63","0.321","HUDSON VALLEY","2010-2012","NY","7401 S BROADWAY","12571"
"1005","2040","RED HOOK CENTRAL SCHOOL","SCHOOL DISTRICT","RED HOOK","DUTCHESS","MIDDLE/HIGH","POINT (-73.8801 41.991)",,,,,"131701","39","0.139","44","0.157","83","0.295","HUDSON VALLEY","2010-2012","NY","7401 S BROADWAY","12571"
"1006","2040","RHINEBECK CENTRAL SCHOOL","SCHOOL DISTRICT","RHINEBECK","DUTCHESS","DISTRICT TOTAL","POINT (-73.9038 41.9247)",,,,,"131801","48","0.159","36","0.12","84","0.279","HUDSON VALLEY","2010-2012","NY","45 N PARK RD","12572"
"1006","2040","RHINEBECK CENTRAL SCHOOL","SCHOOL DISTRICT","RHINEBECK","DUTCHESS","ELEMENTARY","POINT (-73.9038 41.9247)",,,,,"131801","18","0.118","13","0.086","31","0.204","HUDSON VALLEY","2010-2012","NY","45 N PARK RD","12572"
"1006","2040","RHINEBECK CENTRAL SCHOOL","SCHOOL DISTRICT","RHINEBECK","DUTCHESS","MIDDLE/HIGH","POINT (-73.9038 41.9247)",,,,,"131801","30","0.201","23","0.154","53","0.356","HUDSON VALLEY","2010-2012","NY","45 N PARK RD","12572"
"1018","2040","WAPPINGERS CENTRAL SCHOOL","SCHOOL DISTRICT","WAPPINGERS FALLS","DUTCHESS","DISTRICT TOTAL","POINT (-73.8794 41.6002)",,,,,"132101","332","0.158","348","0.166","680","0.324","HUDSON VALLEY","2010-2012","NY","167 MYERS CORNERS RD-STE 200","12590"
"1018","2040","WAPPINGERS CENTRAL SCHOOL","SCHOOL DISTRICT","WAPPINGERS FALLS","DUTCHESS","ELEMENTARY","POINT (-73.8794 41.6002)",,,,,"132101","183","0.153","195","0.163","378","0.317","HUDSON VALLEY","2010-2012","NY","167 MYERS CORNERS RD-STE 200","12590"
"1018","2040","WAPPINGERS CENTRAL SCHOOL","SCHOOL DISTRICT","WAPPINGERS FALLS","DUTCHESS","MIDDLE/HIGH","POINT (-73.8794 41.6002)",,,,,"132101","148","0.164","153","0.169","301","0.333","HUDSON VALLEY","2010-2012","NY","167 MYERS CORNERS RD-STE 200","12590"
"982","2040","MILLBROOK CENTRAL SCHOOL","SCHOOL DISTRICT","MILLBROOK","DUTCHESS","DISTRICT TOTAL","POINT (-73.6902 41.7829)",,,,,"132201","62","0.187","54","0.163","116","0.35","HUDSON VALLEY","2010-2012","NY","43 ALDEN PL","12545"
"982","2040","MILLBROOK CENTRAL SCHOOL","SCHOOL DISTRICT","MILLBROOK","DUTCHESS","ELEMENTARY","POINT (-73.6902 41.7829)",,,,,"132201","33","0.186","27","0.153","60","0.339","HUDSON VALLEY","2010-2012","NY","43 ALDEN PL","12545"
"982","2040","MILLBROOK CENTRAL SCHOOL","SCHOOL DISTRICT","MILLBROOK","DUTCHESS","MIDDLE/HIGH","POINT (-73.6902 41.7829)",,,,,"132201","29","0.188","27","0.175","56","0.364","HUDSON VALLEY","2010-2012","NY","43 ALDEN PL","12545"
"481","2041","ALDEN CENTRAL SCHOOL","SCHOOL DISTRICT","ALDEN","ERIE","DISTRICT TOTAL","POINT (-78.4961 42.903)",,,,,"140101","134","0.208","86","0.134","220","0.342","WESTERN NEW YORK","2010-2012","NY","13190 PARK ST","14004"
"481","2041","ALDEN CENTRAL SCHOOL","SCHOOL DISTRICT","ALDEN","ERIE","ELEMENTARY","POINT (-78.4961 42.903)",,,,,"140101","76","0.204","55","0.147","131","0.351","WESTERN NEW YORK","2010-2012","NY","13190 PARK ST","14004"
"481","2041","ALDEN CENTRAL SCHOOL","SCHOOL DISTRICT","ALDEN","ERIE","MIDDLE/HIGH","POINT (-78.4961 42.903)",,,,,"140101","58","0.222","31","0.119","89","0.341","WESTERN NEW YORK","2010-2012","NY","13190 PARK ST","14004"
"161","2041","AMHERST CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","DISTRICT TOTAL","POINT (-78.7922 42.9565)",,,,,"140201","128","0.137","138","0.148","266","0.286","WESTERN NEW YORK","2010-2012","NY","55 KINGS HWY","14226"
"161","2041","AMHERST CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","ELEMENTARY","POINT (-78.7922 42.9565)",,,,,"140201","85","0.143","108","0.182","193","0.325","WESTERN NEW YORK","2010-2012","NY","55 KINGS HWY","14226"
"161","2041","AMHERST CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","MIDDLE/HIGH","POINT (-78.7922 42.9565)",,,,,"140201","44","0.137","45","0.14","89","0.277","WESTERN NEW YORK","2010-2012","NY","55 KINGS HWY","14226"
"362","620","CORTLAND","COUNTY",,"CORTLAND","ELEMENTARY","POINT (-76.143291 42.597101)",,,,,"000011","188","0.164","211","0.184","399","0.348","CENTRAL NEW YORK","2010-2012",,,
"110","2041","WILLIAMSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","EAST AMHERST","ERIE","DISTRICT TOTAL","POINT (-78.7332 43.0242)",,,,,"140203","502","0.156","414","0.129","916","0.285","WESTERN NEW YORK","2010-2012","NY","105 CASEY RD","14051"
"110","2041","WILLIAMSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","EAST AMHERST","ERIE","ELEMENTARY","POINT (-78.7332 43.0242)",,,,,"140203","302","0.157","234","0.122","536","0.279","WESTERN NEW YORK","2010-2012","NY","105 CASEY RD","14051"
"110","2041","WILLIAMSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","EAST AMHERST","ERIE","MIDDLE/HIGH","POINT (-78.7332 43.0242)",,,,,"140203","200","0.155","180","0.14","380","0.295","WESTERN NEW YORK","2010-2012","NY","105 CASEY RD","14051"
"163","2041","SWEET HOME CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","DISTRICT TOTAL","POINT (-78.7992 43.0125)",,,,,"140207","186","0.156","193","0.162","379","0.317","WESTERN NEW YORK","2010-2012","NY","1901 SWEET HOME RD","14228"
"163","2041","SWEET HOME CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","ELEMENTARY","POINT (-78.7992 43.0125)",,,,,"140207","104","0.153","102","0.15","206","0.302","WESTERN NEW YORK","2010-2012","NY","1901 SWEET HOME RD","14228"
"163","2041","SWEET HOME CENTRAL SCHOOL","SCHOOL DISTRICT","AMHERST","ERIE","MIDDLE/HIGH","POINT (-78.7992 43.0125)",,,,,"140207","82","0.16","91","0.177","173","0.337","WESTERN NEW YORK","2010-2012","NY","1901 SWEET HOME RD","14228"
"510","2041","EAST AURORA UNION FREE SCHOOL","SCHOOL DISTRICT","EAST AURORA","ERIE","DISTRICT TOTAL","POINT (-78.6183 42.7681)",,,,,"140301","56","0.095","96","0.163","152","0.258","WESTERN NEW YORK","2010-2012","NY","430 MAIN ST","14052"
"510","2041","EAST AURORA UNION FREE SCHOOL","SCHOOL DISTRICT","EAST AURORA","ERIE","ELEMENTARY","POINT (-78.6183 42.7681)",,,,,"140301","39","0.116","42","0.125","81","0.241","WESTERN NEW YORK","2010-2012","NY","430 MAIN ST","14052"
"510","2041","EAST AURORA UNION FREE SCHOOL","SCHOOL DISTRICT","EAST AURORA","ERIE","MIDDLE/HIGH","POINT (-78.6183 42.7681)",,,,,"140301","14","0.056","54","0.216","68","0.272","WESTERN NEW YORK","2010-2012","NY","430 MAIN ST","14052"
"33","2041","BUFFALO CITY SCHOOLS","SCHOOL DISTRICT","BUFFALO","ERIE","DISTRICT TOTAL","POINT (-78.879 42.8867)",,,,,"140600","632","0.182","542","0.156","1174","0.337","WESTERN NEW YORK","2010-2012","NY","712 CITY HALL","14202"
"33","2041","BUFFALO CITY SCHOOLS","SCHOOL DISTRICT","BUFFALO","ERIE","ELEMENTARY","POINT (-78.879 42.8867)",,,,,"140600","363","0.159","324","0.142","687","0.3","WESTERN NEW YORK","2010-2012","NY","712 CITY HALL","14202"
"33","2041","BUFFALO CITY SCHOOLS","SCHOOL DISTRICT","BUFFALO","ERIE","MIDDLE/HIGH","POINT (-78.879 42.8867)",,,,,"140600","269","0.225","218","0.183","487","0.408","WESTERN NEW YORK","2010-2012","NY","712 CITY HALL","14202"
"160","2041","CHEEKTOWAGA CENTRAL SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","DISTRICT TOTAL","POINT (-78.7546 42.9116)",,,,,"140701","189","0.226","155","0.185","344","0.411","WESTERN NEW YORK","2010-2012","NY","3600 UNION RD","14225"
"160","2041","CHEEKTOWAGA CENTRAL SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","ELEMENTARY","POINT (-78.7546 42.9116)",,,,,"140701","101","0.199","88","0.173","189","0.372","WESTERN NEW YORK","2010-2012","NY","3600 UNION RD","14225"
"160","2041","CHEEKTOWAGA CENTRAL SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","MIDDLE/HIGH","POINT (-78.7546 42.9116)",,,,,"140701","88","0.269","67","0.205","155","0.474","WESTERN NEW YORK","2010-2012","NY","3600 UNION RD","14225"
"160","2041","CHEEKTOWGA-MARYVALE UNION FREE SCOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","DISTRICT TOTAL","POINT (-78.7501 42.9333)",,,,,"140702","129","0.176","139","0.19","268","0.366","WESTERN NEW YORK","2010-2012","NY","1050 MARYVALE DR","14225"
"160","2041","CHEEKTOWGA-MARYVALE UNION FREE SCOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","ELEMENTARY","POINT (-78.7501 42.9333)",,,,,"140702","71","0.186","62","0.162","133","0.348","WESTERN NEW YORK","2010-2012","NY","1050 MARYVALE DR","14225"
"160","2041","CHEEKTOWGA-MARYVALE UNION FREE SCOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","MIDDLE/HIGH","POINT (-78.7501 42.9333)",,,,,"140702","58","0.168","77","0.223","135","0.39","WESTERN NEW YORK","2010-2012","NY","1050 MARYVALE DR","14225"
"160","2041","CLEVELAND HILL UNION FREE SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","DISTRICT TOTAL","POINT (-78.7831 42.9417)",,,,,"140703","53","0.114","81","0.175","134","0.289","WESTERN NEW YORK","2010-2012","NY","105 MAPLEVIEW RD","14225"
"160","2041","CLEVELAND HILL UNION FREE SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","ELEMENTARY","POINT (-78.7831 42.9417)",,,,,"140703","46","0.155","53","0.178","99","0.333","WESTERN NEW YORK","2010-2012","NY","105 MAPLEVIEW RD","14225"
"160","2041","CLEVELAND HILL UNION FREE SCHOOL","SCHOOL DISTRICT","CHEEKTOWAGA","ERIE","MIDDLE/HIGH","POINT (-78.7831 42.9417)",,,,,"140703","53","0.249","28","0.131","81","0.38","WESTERN NEW YORK","2010-2012","NY","105 MAPLEVIEW RD","14225"
"506","2041","DEPEW UNION FREE SCHOOL","SCHOOL DISTRICT","DEPEW","ERIE","DISTRICT TOTAL","POINT (-78.6922 42.9038)",,,,,"140707","127","0.201","98","0.155","225","0.355","WESTERN NEW YORK","2010-2012","NY","591 TERRACE BLVD","14043"
"506","2041","DEPEW UNION FREE SCHOOL","SCHOOL DISTRICT","DEPEW","ERIE","ELEMENTARY","POINT (-78.6922 42.9038)",,,,,"140707","71","0.179","66","0.166","137","0.345","WESTERN NEW YORK","2010-2012","NY","591 TERRACE BLVD","14043"
"506","2041","DEPEW UNION FREE SCHOOL","SCHOOL DISTRICT","DEPEW","ERIE","MIDDLE/HIGH","POINT (-78.6922 42.9038)",,,,,"140707","56","0.239","32","0.137","88","0.376","WESTERN NEW YORK","2010-2012","NY","591 TERRACE BLVD","14043"
"68","2041","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL","SCHOOL DISTRICT","SLOAN","ERIE","DISTRICT TOTAL","POINT (-78.7943 42.8952)",,,,,"140709","111","0.184","98","0.163","209","0.347","WESTERN NEW YORK","2010-2012","NY","166 HALSTEAD AVE","14212"
"68","2041","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL","SCHOOL DISTRICT","SLOAN","ERIE","ELEMENTARY","POINT (-78.7943 42.8952)",,,,,"140709","62","0.186","46","0.138","108","0.323","WESTERN NEW YORK","2010-2012","NY","166 HALSTEAD AVE","14212"
"362","620","CORTLAND","COUNTY",,"CORTLAND","MIDDLE/HIGH","POINT (-76.143291 42.597101)",,,,,"000011","165","0.211","125","0.16","290","0.371","CENTRAL NEW YORK","2010-2012",,,
"68","2041","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL","SCHOOL DISTRICT","SLOAN","ERIE","MIDDLE/HIGH","POINT (-78.7943 42.8952)",,,,,"140709","49","0.186","52","0.197","101","0.383","WESTERN NEW YORK","2010-2012","NY","166 HALSTEAD AVE","14212"
"495","2041","CLARENCE CENTRAL SCHOOL","SCHOOL DISTRICT","CLARENCE","ERIE","DISTRICT TOTAL","POINT (-78.6316 42.9732)",,,,,"140801","225","0.153","191","0.13","416","0.282","WESTERN NEW YORK","2010-2012","NY","9625 MAIN ST","14031"
"495","2041","CLARENCE CENTRAL SCHOOL","SCHOOL DISTRICT","CLARENCE","ERIE","ELEMENTARY","POINT (-78.6316 42.9732)",,,,,"140801","139","0.152","118","0.129","257","0.28","WESTERN NEW YORK","2010-2012","NY","9625 MAIN ST","14031"
"495","2041","CLARENCE CENTRAL SCHOOL","SCHOOL DISTRICT","CLARENCE","ERIE","MIDDLE/HIGH","POINT (-78.6316 42.9732)",,,,,"140801","86","0.156","73","0.132","159","0.288","WESTERN NEW YORK","2010-2012","NY","9625 MAIN ST","14031"
"5","2041","SPRINGVILLE-GRIFF INST CENTRAL SCHOOL","SCHOOL DISTRICT","SPRINGVILLE","ERIE","DISTRICT TOTAL","POINT (-78.6561 42.5168)",,,,,"141101","157","0.206","148","0.194","305","0.4","WESTERN NEW YORK","2010-2012","NY","307 NEWMAN ST","14141"
"5","2041","SPRINGVILLE-GRIFF INST CENTRAL SCHOOL","SCHOOL DISTRICT","SPRINGVILLE","ERIE","ELEMENTARY","POINT (-78.6561 42.5168)",,,,,"141101","61","0.137","85","0.191","146","0.327","WESTERN NEW YORK","2010-2012","NY","307 NEWMAN ST","14141"
"5","2041","SPRINGVILLE-GRIFF INST CENTRAL SCHOOL","SCHOOL DISTRICT","SPRINGVILLE","ERIE","MIDDLE/HIGH","POINT (-78.6561 42.5168)",,,,,"141101","96","0.292","63","0.191","159","0.483","WESTERN NEW YORK","2010-2012","NY","307 NEWMAN ST","14141"
"513","2041","EDEN CENTRAL SCHOOL","SCHOOL DISTRICT","EDEN","ERIE","DISTRICT TOTAL","POINT (-78.8745 42.6606)",,,,,"141201","70","0.122","96","0.167","166","0.288","WESTERN NEW YORK","2010-2012","NY","3150 SCHOOLVIEW RD","14057"
"513","2041","EDEN CENTRAL SCHOOL","SCHOOL DISTRICT","EDEN","ERIE","ELEMENTARY","POINT (-78.8745 42.6606)",,,,,"141201","44","0.126","60","0.172","104","0.299","WESTERN NEW YORK","2010-2012","NY","3150 SCHOOLVIEW RD","14057"
"513","2041","EDEN CENTRAL SCHOOL","SCHOOL DISTRICT","EDEN","ERIE","MIDDLE/HIGH","POINT (-78.8745 42.6606)",,,,,"141201","26","0.119","36","0.164","62","0.283","WESTERN NEW YORK","2010-2012","NY","3150 SCHOOLVIEW RD","14057"
"515","2041","IROQUOIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELMA","ERIE","DISTRICT TOTAL","POINT (-78.6063 42.8356)",,,,,"141301","119","0.137","133","0.153","252","0.289","WESTERN NEW YORK","2010-2012","NY","2111 GIRDLE RD","14059"
"515","2041","IROQUOIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELMA","ERIE","ELEMENTARY","POINT (-78.6063 42.8356)",,,,,"141301","53","0.125","54","0.127","107","0.252","WESTERN NEW YORK","2010-2012","NY","2111 GIRDLE RD","14059"
"515","2041","IROQUOIS CENTRAL SCHOOL","SCHOOL DISTRICT","ELMA","ERIE","MIDDLE/HIGH","POINT (-78.6063 42.8356)",,,,,"141301","66","0.15","79","0.179","145","0.329","WESTERN NEW YORK","2010-2012","NY","2111 GIRDLE RD","14059"
"483","2041","LAKE SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","ANGOLA","ERIE","DISTRICT TOTAL","POINT (-79.037 42.65)",,,,,"141401","197","0.26","137","0.181","334","0.44","WESTERN NEW YORK","2010-2012","NY","959 BEACH RD","14006"
"483","2041","LAKE SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","ANGOLA","ERIE","ELEMENTARY","POINT (-79.037 42.65)",,,,,"141401","108","0.267","80","0.198","188","0.464","WESTERN NEW YORK","2010-2012","NY","959 BEACH RD","14006"
"483","2041","LAKE SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","ANGOLA","ERIE","MIDDLE/HIGH","POINT (-79.037 42.65)",,,,,"141401","108","0.287","71","0.189","179","0.476","WESTERN NEW YORK","2010-2012","NY","959 BEACH RD","14006"
"526","2041","GRAND ISLAND CENTRAL SCHOOL","SCHOOL DISTRICT","GRAND ISLAND","ERIE","DISTRICT TOTAL","POINT (-78.9316 43.0386)",,,,,"141501","118","0.125","124","0.132","242","0.257","WESTERN NEW YORK","2010-2012","NY","1100 RANSOM RD","14072"
"526","2041","GRAND ISLAND CENTRAL SCHOOL","SCHOOL DISTRICT","GRAND ISLAND","ERIE","ELEMENTARY","POINT (-78.9316 43.0386)",,,,,"141501","70","0.118","81","0.136","151","0.254","WESTERN NEW YORK","2010-2012","NY","1100 RANSOM RD","14072"
"526","2041","GRAND ISLAND CENTRAL SCHOOL","SCHOOL DISTRICT","GRAND ISLAND","ERIE","MIDDLE/HIGH","POINT (-78.9316 43.0386)",,,,,"141501","48","0.138","43","0.124","91","0.262","WESTERN NEW YORK","2010-2012","NY","1100 RANSOM RD","14072"
"527","2041","HAMBURG CENTRAL SCHOOL","SCHOOL DISTRICT","HAMBURG","ERIE","DISTRICT TOTAL","POINT (-78.7985 42.7426)",,,,,"141601","82","0.113","104","0.143","186","0.256","WESTERN NEW YORK","2010-2012","NY","5305 ABBOTT RD","14075"
"527","2041","HAMBURG CENTRAL SCHOOL","SCHOOL DISTRICT","HAMBURG","ERIE","ELEMENTARY","POINT (-78.7985 42.7426)",,,,,"141601","58","0.109","73","0.137","131","0.246","WESTERN NEW YORK","2010-2012","NY","5305 ABBOTT RD","14075"
"527","2041","HAMBURG CENTRAL SCHOOL","SCHOOL DISTRICT","HAMBURG","ERIE","MIDDLE/HIGH","POINT (-78.7985 42.7426)",,,,,"141601","24","0.124","31","0.161","55","0.285","WESTERN NEW YORK","2010-2012","NY","5305 ABBOTT RD","14075"
"527","2041","FRONTIER CENTRAL SCHOOL","SCHOOL DISTRICT","HAMBURG","ERIE","DISTRICT TOTAL","POINT (-78.8994 42.7478)",,,,,"141604","292","0.188","223","0.143","515","0.331","WESTERN NEW YORK","2010-2012","NY","S 5120 ORCHARD AVE","14075"
"527","2041","FRONTIER CENTRAL SCHOOL","SCHOOL DISTRICT","HAMBURG","ERIE","ELEMENTARY","POINT (-78.8994 42.7478)",,,,,"141604","167","0.187","115","0.129","282","0.316","WESTERN NEW YORK","2010-2012","NY","S 5120 ORCHARD AVE","14075"
